,id,tipo,status
1327,521-68-7729,paquetes,aceptado
1328,193-21-0048,viaje,No Dsiponible
1329,166-15-7582,encomienda,No Dsiponible
1330,242-40-0719,puerta a puerta,en curso
1331,588-83-8559,comida,No Dsiponible
1332,563-22-9496,viaje,en curso
1333,432-33-9254,paquetes,No Dsiponible
1334,516-32-6783,encomienda,finalizado
1335,821-16-7243,comida,en curso
1336,596-03-2755,puerta a puerta,finalizado
1337,762-19-8237,paquetes,aceptado
1338,707-31-4764,paquetes,en curso
1339,110-66-7983,comida,en curso
1340,609-84-7855,paquetes,cancelado
1341,665-09-4547,paquetes,No Dsiponible
1342,185-74-8102,comida,en curso
1343,012-98-2544,encomienda,en curso
1344,994-46-5830,encomienda,cancelado
1345,565-55-8113,viaje,en curso
1346,166-90-4783,puerta a puerta,en curso
1347,253-63-3984,comida,finalizado
1348,927-90-9629,paquetes,No Dsiponible
1349,627-94-1753,viaje,Disponible
1350,177-97-7584,paquetes,No Dsiponible
1351,470-60-6181,encomienda,No Dsiponible
1352,769-89-6302,puerta a puerta,en curso
1353,910-69-6939,viaje,Disponible
1354,314-76-6077,comida,No Dsiponible
1355,687-66-8082,viaje,cancelado
1356,175-66-2800,paquetes,No Dsiponible
1357,367-28-2627,puerta a puerta,Disponible
1358,699-54-1738,paquetes,finalizado
1359,162-30-3920,comida,en curso
1360,640-16-1106,viaje,No Dsiponible
1361,539-11-5407,encomienda,No Dsiponible
1362,151-69-1406,encomienda,aceptado
1363,668-73-5311,puerta a puerta,aceptado
1364,968-85-1826,encomienda,aceptado
1365,891-00-5905,encomienda,aceptado
1366,710-20-7791,paquetes,No Dsiponible
1367,850-38-3737,paquetes,finalizado
1368,316-85-7274,comida,finalizado
1369,115-75-7294,comida,cancelado
1370,258-38-3464,viaje,en curso
1371,207-37-7269,paquetes,No Dsiponible
1372,262-12-7290,encomienda,aceptado
1373,737-02-1216,puerta a puerta,Disponible
1374,146-26-6130,viaje,finalizado
1375,782-87-7383,paquetes,en curso
1376,336-06-1837,encomienda,en curso
1377,331-96-3038,puerta a puerta,cancelado
1378,314-68-9226,viaje,aceptado
1379,020-16-1500,encomienda,cancelado
1380,618-84-2885,puerta a puerta,en curso
1381,477-81-1015,encomienda,Disponible
1382,829-29-0418,comida,cancelado
1383,475-60-8896,encomienda,en curso
1384,985-84-2041,puerta a puerta,en curso
1385,418-08-9819,paquetes,cancelado
1386,187-34-0653,puerta a puerta,finalizado
1387,343-13-1105,comida,Disponible
1388,094-18-4906,paquetes,cancelado
1389,167-03-1480,paquetes,en curso
1390,117-94-4551,comida,en curso
1391,524-14-4112,comida,Disponible
1392,181-47-9239,encomienda,en curso
1393,128-71-1915,viaje,No Dsiponible
1394,710-49-9160,encomienda,en curso
1395,821-27-8743,puerta a puerta,aceptado
1396,826-09-3258,puerta a puerta,aceptado
1397,848-73-0193,paquetes,No Dsiponible
1398,560-70-0287,encomienda,Disponible
1399,118-18-3862,comida,aceptado
1400,810-76-8283,comida,finalizado
1401,477-99-0105,paquetes,cancelado
1402,593-48-5481,puerta a puerta,No Dsiponible
1403,010-32-5591,encomienda,finalizado
1404,911-61-1142,encomienda,cancelado
1405,389-96-1059,viaje,finalizado
1406,109-53-8865,puerta a puerta,finalizado
1407,927-61-0912,encomienda,No Dsiponible
1408,194-34-3232,comida,cancelado
1409,359-09-1500,puerta a puerta,No Dsiponible
1410,807-47-7785,puerta a puerta,Disponible
1411,883-69-7790,viaje,aceptado
1412,139-37-8033,encomienda,en curso
1413,760-86-8036,encomienda,Disponible
1414,138-37-0097,encomienda,en curso
1415,756-99-3920,viaje,No Dsiponible
1416,756-70-4702,comida,aceptado
1417,619-14-6772,viaje,aceptado
1418,078-29-3355,puerta a puerta,aceptado
1419,643-07-5013,encomienda,finalizado
1420,982-45-7500,puerta a puerta,Disponible
1421,350-28-9647,encomienda,finalizado
1422,301-43-4604,puerta a puerta,Disponible
1423,619-55-2847,puerta a puerta,en curso
1424,677-95-1460,encomienda,Disponible
1425,313-08-5167,comida,No Dsiponible
1426,893-34-6694,puerta a puerta,aceptado
1427,114-05-0826,comida,Disponible
1428,389-30-6481,comida,aceptado
1429,604-40-5085,puerta a puerta,aceptado
1430,811-81-2173,viaje,finalizado
1431,065-61-0638,comida,en curso
1432,365-79-8924,paquetes,en curso
1433,994-94-4550,encomienda,finalizado
1434,691-38-4510,encomienda,aceptado
1435,968-92-5143,viaje,cancelado
1436,482-95-9099,puerta a puerta,finalizado
1437,861-27-9024,paquetes,No Dsiponible
1438,189-06-3914,comida,Disponible
1439,622-41-8016,paquetes,aceptado
1440,239-97-7379,encomienda,cancelado
1441,785-54-6878,encomienda,finalizado
1442,995-96-4813,paquetes,aceptado
1443,243-08-3597,viaje,finalizado
1444,555-06-8292,comida,cancelado
1445,883-47-6992,paquetes,Disponible
1446,216-75-8665,puerta a puerta,cancelado
1447,801-85-0398,paquetes,en curso
1448,854-84-3179,comida,Disponible
1449,648-17-4614,viaje,No Dsiponible
1450,088-97-5502,viaje,finalizado
1451,443-38-6640,encomienda,en curso
1452,572-64-0345,comida,No Dsiponible
1453,820-41-0860,comida,finalizado
1454,610-31-5026,paquetes,cancelado
1455,686-66-3633,puerta a puerta,en curso
1456,066-95-1192,encomienda,No Dsiponible
1457,921-80-8550,comida,Disponible
1458,807-81-8048,viaje,en curso
1459,218-76-2970,puerta a puerta,Disponible
1460,702-42-5470,viaje,aceptado
1461,662-40-0960,comida,Disponible
1462,466-40-6976,encomienda,en curso
1463,912-88-8456,viaje,finalizado
1464,139-29-5041,puerta a puerta,finalizado
1465,207-79-0237,encomienda,cancelado
1466,033-45-6238,paquetes,Disponible
1467,436-01-2925,viaje,Disponible
1468,375-97-4064,paquetes,en curso
1469,001-38-0079,viaje,aceptado
1470,068-19-3199,encomienda,aceptado
1471,543-56-9892,puerta a puerta,finalizado
1472,027-26-6455,encomienda,cancelado
1473,915-99-9299,encomienda,No Dsiponible
1474,932-81-9880,paquetes,No Dsiponible
1475,953-95-0404,puerta a puerta,aceptado
1476,804-63-5039,comida,en curso
1477,942-73-4333,encomienda,No Dsiponible
1478,170-49-9605,puerta a puerta,en curso
1479,617-03-2682,viaje,No Dsiponible
1480,254-99-6688,paquetes,finalizado
1481,062-77-1108,puerta a puerta,No Dsiponible
1482,410-29-6903,encomienda,No Dsiponible
1483,855-48-5549,paquetes,cancelado
1484,206-33-8562,encomienda,No Dsiponible
1485,990-41-6303,paquetes,finalizado
1486,689-62-0932,comida,Disponible
1487,645-96-2342,viaje,aceptado
1488,221-10-1621,comida,Disponible
1489,970-80-8575,comida,en curso
1490,578-72-3561,encomienda,Disponible
1491,814-62-7846,viaje,aceptado
1492,305-07-3778,viaje,en curso
1493,805-15-2344,paquetes,cancelado
1494,673-31-6366,comida,Disponible
1495,768-26-0781,paquetes,finalizado
1496,538-14-0454,comida,No Dsiponible
1497,644-36-2390,comida,en curso
1498,830-63-8926,puerta a puerta,finalizado
1499,079-80-9764,paquetes,Disponible
1500,877-59-5922,encomienda,en curso
1501,141-30-2630,comida,cancelado
1502,503-37-2349,paquetes,aceptado
1503,061-25-3547,comida,finalizado
1504,779-74-9873,viaje,aceptado
1505,087-13-6134,viaje,aceptado
1506,318-91-7368,comida,Disponible
1507,275-20-1561,paquetes,en curso
1508,306-65-7661,viaje,aceptado
1509,295-94-9762,comida,aceptado
1510,564-52-8604,comida,aceptado
1511,862-61-6056,paquetes,Disponible
1512,024-51-4302,encomienda,en curso
1513,431-66-6106,paquetes,aceptado
1514,290-59-3608,puerta a puerta,aceptado
1515,430-58-4986,puerta a puerta,aceptado
1516,378-26-5332,puerta a puerta,cancelado
1517,684-41-5758,encomienda,aceptado
1518,464-85-7489,paquetes,finalizado
1519,393-68-4644,encomienda,en curso
1520,243-06-9071,viaje,Disponible
1521,844-86-5721,puerta a puerta,aceptado
1522,000-31-0801,comida,finalizado
1523,836-35-3779,comida,finalizado
1524,030-11-6596,encomienda,aceptado
1525,118-31-2132,viaje,aceptado
1526,027-50-7672,puerta a puerta,en curso
1527,983-62-9668,viaje,Disponible
1528,156-53-1270,puerta a puerta,No Dsiponible
1529,966-02-0138,comida,aceptado
1530,688-28-0215,encomienda,cancelado
1531,888-64-6850,puerta a puerta,finalizado
1532,512-35-5718,puerta a puerta,cancelado
1533,852-14-3985,viaje,finalizado
1534,407-32-7693,comida,finalizado
1535,476-05-9066,puerta a puerta,finalizado
1536,848-43-9381,puerta a puerta,Disponible
1537,878-12-2450,encomienda,en curso
1538,080-42-9265,paquetes,No Dsiponible
1539,122-04-3424,encomienda,No Dsiponible
1540,913-33-3893,puerta a puerta,Disponible
1541,734-35-0156,encomienda,finalizado
1542,168-30-2255,viaje,Disponible
1543,683-13-8639,viaje,aceptado
1544,634-40-1247,encomienda,cancelado
1545,956-67-0686,paquetes,en curso
1546,487-26-4047,comida,en curso
1547,453-84-7653,comida,finalizado
1548,984-48-5911,paquetes,Disponible
1549,923-03-0273,puerta a puerta,No Dsiponible
1550,020-16-5757,paquetes,cancelado
1551,315-55-3872,viaje,finalizado
1552,146-10-3300,viaje,en curso
1553,409-53-4279,puerta a puerta,en curso
1554,615-08-7880,encomienda,Disponible
1555,983-29-2427,encomienda,No Dsiponible
1556,660-24-9100,paquetes,Disponible
1557,270-04-9990,comida,No Dsiponible
1558,470-70-7166,viaje,cancelado
1559,723-03-3888,viaje,en curso
1560,238-02-9925,comida,en curso
1561,644-36-4248,puerta a puerta,cancelado
1562,190-89-7765,viaje,Disponible
1563,265-35-1602,viaje,No Dsiponible
1564,918-02-0970,encomienda,Disponible
1565,627-98-2801,viaje,cancelado
1566,484-71-2318,viaje,No Dsiponible
1567,251-02-4795,paquetes,aceptado
1568,644-50-8081,viaje,Disponible
1569,933-52-6594,puerta a puerta,No Dsiponible
1570,235-61-5403,encomienda,No Dsiponible
1571,659-84-7200,encomienda,cancelado
1572,657-01-7158,encomienda,finalizado
1573,061-39-3699,comida,finalizado
1574,985-62-2596,viaje,en curso
1575,411-90-5016,encomienda,aceptado
1576,581-29-4962,encomienda,cancelado
1577,051-20-2221,paquetes,cancelado
1578,420-64-4946,viaje,aceptado
1579,209-20-8746,viaje,No Dsiponible
1580,746-88-7038,paquetes,finalizado
1581,686-53-2901,puerta a puerta,aceptado
1582,963-62-6752,encomienda,aceptado
1583,315-74-6985,paquetes,aceptado
1584,683-97-7011,encomienda,aceptado
1585,672-96-3106,puerta a puerta,finalizado
1586,583-49-1641,puerta a puerta,en curso
1587,223-48-5821,puerta a puerta,finalizado
1588,464-77-8735,comida,en curso
1589,063-64-3107,encomienda,Disponible
1590,537-77-0178,viaje,aceptado
1591,342-50-5244,viaje,Disponible
1592,594-25-3074,puerta a puerta,finalizado
1593,082-74-1655,comida,Disponible
1594,329-89-6339,comida,finalizado
1595,714-57-5577,paquetes,cancelado
1596,450-02-9477,puerta a puerta,en curso
1597,967-18-8752,viaje,Disponible
1598,396-66-9741,viaje,No Dsiponible
1599,222-67-4743,encomienda,aceptado
1600,131-20-8055,viaje,en curso
1601,351-74-7205,paquetes,Disponible
1602,675-20-0140,encomienda,cancelado
1603,391-91-5198,comida,finalizado
1604,096-80-4586,paquetes,en curso
1605,706-59-2555,comida,aceptado
1606,556-91-1427,comida,finalizado
1607,232-40-7232,comida,Disponible
1608,469-30-4792,paquetes,finalizado
1609,316-01-2024,comida,Disponible
1610,470-47-1652,paquetes,No Dsiponible
1611,172-98-8705,paquetes,en curso
1612,838-72-5335,paquetes,finalizado
1613,787-73-1359,comida,finalizado
1614,483-48-8804,viaje,en curso
1615,060-51-7160,encomienda,en curso
1616,023-44-5926,paquetes,finalizado
1617,506-06-0630,paquetes,finalizado
1618,163-41-0133,viaje,finalizado
1619,529-49-2064,puerta a puerta,en curso
1620,722-71-2014,viaje,cancelado
1621,262-70-9449,comida,cancelado
1622,887-26-0857,viaje,No Dsiponible
1623,608-38-5330,paquetes,Disponible
1624,940-32-7838,encomienda,en curso
1625,574-28-1196,viaje,cancelado
1626,760-15-9188,encomienda,No Dsiponible
1627,322-36-9339,comida,Disponible
1628,131-58-4692,puerta a puerta,en curso
1629,444-53-9940,comida,en curso
1630,524-61-8910,puerta a puerta,aceptado
1631,975-12-2479,viaje,aceptado
1632,348-52-6549,encomienda,cancelado
1633,980-35-9004,puerta a puerta,finalizado
1634,103-52-6959,puerta a puerta,No Dsiponible
1635,156-56-2443,paquetes,Disponible
1636,379-51-1298,encomienda,Disponible
1637,306-97-1362,comida,No Dsiponible
1638,982-06-0359,comida,en curso
1639,825-43-4393,comida,cancelado
1640,943-71-5337,comida,No Dsiponible
1641,275-53-3929,comida,Disponible
1642,579-17-9305,comida,cancelado
1643,675-67-9479,puerta a puerta,finalizado
1644,324-30-5556,encomienda,No Dsiponible
1645,681-71-2244,viaje,finalizado
1646,825-51-8334,paquetes,aceptado
1647,812-79-6113,encomienda,en curso
1648,626-66-3469,viaje,No Dsiponible
1649,836-77-4674,comida,finalizado
1650,535-34-8749,encomienda,aceptado
1651,559-09-7098,comida,en curso
1652,429-01-1647,paquetes,Disponible
1653,749-55-8908,encomienda,finalizado
1654,897-12-4965,puerta a puerta,aceptado
1655,285-17-6815,paquetes,en curso
1656,373-55-0958,encomienda,en curso
1657,984-56-2477,puerta a puerta,en curso
1658,844-67-8816,encomienda,en curso
1659,230-92-9212,comida,finalizado
1660,220-32-5764,paquetes,finalizado
1661,892-62-2234,comida,finalizado
1662,182-50-3731,viaje,No Dsiponible
1663,882-67-0771,encomienda,cancelado
1664,598-92-0049,viaje,en curso
1665,422-62-6749,comida,aceptado
1666,206-67-5511,viaje,Disponible
1667,325-69-8992,puerta a puerta,aceptado
1668,557-37-1422,encomienda,en curso
1669,514-19-5682,encomienda,en curso
1670,681-11-3221,encomienda,aceptado
1671,840-86-6832,viaje,No Dsiponible
1672,574-25-9336,paquetes,en curso
1673,103-16-0084,comida,aceptado
1674,399-21-4516,puerta a puerta,finalizado
1675,808-70-6669,comida,No Dsiponible
1676,873-44-1379,comida,cancelado
1677,257-36-3564,comida,No Dsiponible
1678,363-41-0617,puerta a puerta,aceptado
1679,840-20-6808,viaje,Disponible
1680,894-52-0377,viaje,No Dsiponible
1681,040-89-5985,puerta a puerta,No Dsiponible
1682,985-71-0940,viaje,finalizado
1683,363-28-0754,viaje,aceptado
1684,719-49-2367,encomienda,No Dsiponible
1685,409-09-2579,viaje,aceptado
1686,432-40-8330,paquetes,aceptado
1687,883-08-4140,paquetes,en curso
1688,573-37-6153,comida,cancelado
1689,728-96-1008,comida,finalizado
1690,421-33-7971,encomienda,Disponible
1691,835-61-4287,encomienda,cancelado
1692,514-37-3521,encomienda,en curso
1693,094-52-9277,comida,Disponible
1694,117-88-0953,viaje,No Dsiponible
1695,442-91-4280,paquetes,No Dsiponible
1696,408-51-4188,puerta a puerta,en curso
1697,387-67-7285,encomienda,No Dsiponible
1698,618-66-0269,paquetes,Disponible
1699,828-34-6857,viaje,finalizado
1700,501-73-7796,viaje,cancelado
1701,516-59-7552,viaje,en curso
1702,732-49-0050,viaje,aceptado
1703,526-44-1843,puerta a puerta,No Dsiponible
1704,153-65-2388,viaje,finalizado
1705,516-04-7946,paquetes,en curso
1706,312-67-7028,viaje,No Dsiponible
1707,490-83-5459,viaje,cancelado
1708,860-64-0780,puerta a puerta,finalizado
1709,018-00-2761,viaje,en curso
1710,348-97-2189,viaje,No Dsiponible
1711,387-50-9762,comida,cancelado
1712,234-98-9934,encomienda,Disponible
1713,373-88-7093,comida,Disponible
1714,385-06-3779,viaje,finalizado
1715,957-30-6661,viaje,Disponible
1716,256-12-2789,comida,finalizado
1717,541-92-9412,puerta a puerta,en curso
1718,978-38-5579,puerta a puerta,finalizado
1719,880-76-2827,comida,finalizado
1720,227-37-2377,puerta a puerta,Disponible
1721,751-20-2547,puerta a puerta,en curso
1722,371-48-7057,puerta a puerta,aceptado
1723,831-86-1585,puerta a puerta,No Dsiponible
1724,689-07-0779,puerta a puerta,en curso
1725,520-74-0028,comida,cancelado
1726,085-11-8847,encomienda,en curso
1727,892-78-8175,viaje,cancelado
1728,411-25-8607,encomienda,finalizado
1729,605-92-8007,paquetes,finalizado
1730,000-68-8752,comida,finalizado
1731,177-04-8782,puerta a puerta,cancelado
1732,285-35-3608,comida,Disponible
1733,213-66-2497,comida,cancelado
1734,405-47-5737,puerta a puerta,Disponible
1735,732-85-2695,comida,aceptado
1736,326-54-7662,encomienda,en curso
1737,286-16-7644,puerta a puerta,en curso
1738,095-40-6278,viaje,cancelado
1739,171-04-1758,comida,en curso
1740,823-22-5131,encomienda,aceptado
1741,356-27-2344,paquetes,finalizado
1742,271-88-7797,encomienda,cancelado
1743,226-65-0531,encomienda,aceptado
1744,424-16-9743,puerta a puerta,en curso
1745,582-77-5214,comida,cancelado
1746,453-14-3585,encomienda,No Dsiponible
1747,233-56-3589,encomienda,en curso
1748,628-53-3938,paquetes,finalizado
1749,424-63-8410,puerta a puerta,aceptado
1750,258-26-6500,puerta a puerta,finalizado
1751,464-91-8599,encomienda,en curso
1752,184-03-4809,puerta a puerta,aceptado
1753,377-72-9011,encomienda,finalizado
1754,032-20-4993,encomienda,finalizado
1755,381-01-8558,comida,aceptado
1756,526-33-8542,comida,cancelado
1757,287-18-3170,paquetes,en curso
1758,900-67-2195,viaje,Disponible
1759,272-44-2021,viaje,cancelado
1760,063-57-6373,puerta a puerta,aceptado
1761,465-25-4843,comida,aceptado
1762,625-39-1524,comida,No Dsiponible
1763,209-62-6477,viaje,No Dsiponible
1764,586-87-0324,comida,en curso
1765,363-88-4775,encomienda,en curso
1766,810-40-5324,puerta a puerta,aceptado
1767,893-51-2930,paquetes,aceptado
1768,298-56-5256,puerta a puerta,en curso
1769,842-07-6452,comida,cancelado
1770,003-30-1235,viaje,finalizado
1771,090-89-8610,comida,cancelado
1772,145-58-7213,viaje,finalizado
1773,954-01-7624,encomienda,Disponible
1774,857-35-2794,viaje,No Dsiponible
1775,307-17-6781,comida,cancelado
1776,426-77-8787,puerta a puerta,cancelado
1777,455-77-8895,puerta a puerta,Disponible
1778,112-53-4839,viaje,finalizado
1779,655-15-0167,puerta a puerta,finalizado
1780,297-10-5665,encomienda,cancelado
1781,808-03-9742,paquetes,aceptado
1782,942-42-0689,paquetes,Disponible
1783,834-20-2086,puerta a puerta,cancelado
1784,175-40-9887,comida,No Dsiponible
1785,051-81-5053,paquetes,Disponible
1786,403-16-7150,puerta a puerta,aceptado
1787,249-25-8160,comida,No Dsiponible
1788,285-47-7911,comida,Disponible
1789,686-95-1548,viaje,Disponible
1790,158-46-1347,viaje,en curso
1791,063-00-4431,encomienda,en curso
1792,605-66-7199,encomienda,en curso
1793,941-59-7352,paquetes,Disponible
1794,977-14-1812,viaje,finalizado
1795,283-35-7631,puerta a puerta,en curso
1796,695-77-7581,paquetes,No Dsiponible
1797,844-88-5510,encomienda,No Dsiponible
1798,346-48-3422,viaje,aceptado
1799,041-42-3058,encomienda,Disponible
1800,442-41-1072,comida,No Dsiponible
1801,446-77-0319,puerta a puerta,finalizado
1802,542-59-1255,puerta a puerta,aceptado
1803,174-63-4184,puerta a puerta,Disponible
1804,393-51-1710,puerta a puerta,No Dsiponible
1805,106-53-4166,comida,finalizado
1806,476-97-4343,encomienda,aceptado
1807,632-26-9582,viaje,No Dsiponible
1808,538-31-3998,paquetes,aceptado
1809,263-61-5592,paquetes,finalizado
1810,879-07-3930,paquetes,Disponible
1811,774-56-1289,encomienda,finalizado
1812,627-74-8007,comida,finalizado
1813,340-26-0344,paquetes,No Dsiponible
1814,525-38-7830,encomienda,aceptado
1815,030-92-8540,comida,finalizado
1816,741-40-6668,encomienda,No Dsiponible
1817,416-82-1707,encomienda,finalizado
1818,410-60-2913,paquetes,finalizado
1819,182-97-9486,viaje,aceptado
1820,038-83-3136,viaje,Disponible
1821,205-09-6730,viaje,aceptado
1822,117-61-4415,puerta a puerta,cancelado
1823,250-51-1645,paquetes,No Dsiponible
1824,616-52-1216,encomienda,aceptado
1825,532-92-9634,viaje,finalizado
1826,097-33-2947,viaje,Disponible
1827,837-47-0052,puerta a puerta,aceptado
1828,857-70-7381,comida,cancelado
1829,912-90-9550,comida,No Dsiponible
1830,422-99-0863,comida,aceptado
1831,885-15-8930,encomienda,Disponible
1832,665-92-8742,encomienda,cancelado
1833,183-35-1838,viaje,aceptado
1834,761-90-0115,encomienda,aceptado
1835,112-81-6749,viaje,en curso
1836,564-28-4247,paquetes,No Dsiponible
1837,310-70-4783,paquetes,en curso
1838,377-94-3973,paquetes,cancelado
1839,164-51-7412,viaje,Disponible
1840,087-06-2535,comida,finalizado
1841,518-72-4118,viaje,finalizado
1842,618-96-1674,puerta a puerta,No Dsiponible
1843,609-47-4645,puerta a puerta,Disponible
1844,158-04-7307,paquetes,en curso
1845,057-32-4541,viaje,cancelado
1846,585-19-3677,viaje,No Dsiponible
1847,911-46-1669,viaje,finalizado
1848,654-71-4501,puerta a puerta,finalizado
1849,694-97-4097,paquetes,aceptado
1850,394-15-9451,puerta a puerta,en curso
1851,276-20-5901,paquetes,en curso
1852,181-77-7322,comida,en curso
1853,881-30-8611,puerta a puerta,Disponible
1854,422-61-8551,puerta a puerta,en curso
1855,248-92-9647,paquetes,en curso
1856,988-68-9823,puerta a puerta,en curso
1857,227-03-7499,comida,cancelado
1858,531-18-5579,paquetes,cancelado
1859,214-33-9163,viaje,en curso
1860,018-53-3586,paquetes,en curso
1861,250-22-2442,comida,No Dsiponible
1862,915-76-6297,viaje,Disponible
1863,793-26-7561,encomienda,No Dsiponible
1864,885-86-7055,viaje,en curso
1865,260-71-6373,puerta a puerta,Disponible
1866,875-40-0087,paquetes,en curso
1867,483-09-4919,viaje,finalizado
1868,805-75-0804,encomienda,Disponible
1869,004-97-1343,puerta a puerta,aceptado
1870,854-67-4572,viaje,No Dsiponible
1871,175-24-9501,encomienda,finalizado
1872,421-29-0730,paquetes,cancelado
1873,269-59-8346,puerta a puerta,en curso
1874,023-03-3778,puerta a puerta,Disponible
1875,632-45-5531,viaje,Disponible
1876,376-02-5613,puerta a puerta,finalizado
1877,454-44-7347,comida,aceptado
1878,065-89-0042,puerta a puerta,aceptado
1879,897-84-1664,paquetes,finalizado
1880,031-48-0296,viaje,Disponible
1881,130-58-0103,encomienda,cancelado
1882,254-97-9965,encomienda,aceptado
1883,729-42-6656,viaje,cancelado
1884,711-46-4359,viaje,finalizado
1885,138-70-5413,comida,cancelado
1886,585-48-4203,comida,Disponible
1887,322-52-1490,paquetes,aceptado
1888,495-92-3889,paquetes,finalizado
1889,816-07-0211,paquetes,finalizado
1890,213-11-1490,puerta a puerta,No Dsiponible
1891,110-61-1947,viaje,aceptado
1892,841-73-8217,encomienda,cancelado
1893,357-38-6546,puerta a puerta,finalizado
1894,268-65-8971,comida,cancelado
1895,079-91-7098,puerta a puerta,en curso
1896,450-89-6136,paquetes,aceptado
1897,312-55-4599,paquetes,cancelado
1898,482-11-3684,encomienda,cancelado
1899,388-81-8358,encomienda,finalizado
1900,776-71-0757,encomienda,Disponible
1901,609-39-7216,encomienda,en curso
1902,480-54-6421,puerta a puerta,cancelado
1903,583-76-7806,puerta a puerta,cancelado
1904,155-80-1876,comida,finalizado
1905,995-71-8962,comida,No Dsiponible
1906,393-96-6168,puerta a puerta,aceptado
1907,197-91-7871,comida,Disponible
1908,139-14-9081,comida,en curso
1909,142-56-8942,puerta a puerta,No Dsiponible
1910,337-61-9122,puerta a puerta,Disponible
1911,585-19-2430,encomienda,finalizado
1912,171-34-1922,encomienda,aceptado
1913,931-69-1403,puerta a puerta,cancelado
1914,394-70-1105,comida,en curso
1915,730-33-2401,paquetes,finalizado
1916,183-84-1529,paquetes,finalizado
1917,666-67-3666,comida,cancelado
1918,568-64-1910,viaje,aceptado
1919,561-05-3817,viaje,cancelado
1920,453-73-7333,paquetes,No Dsiponible
1921,060-04-9458,paquetes,aceptado
1922,328-27-5683,encomienda,Disponible
1923,413-62-5908,puerta a puerta,en curso
1924,902-86-8430,comida,finalizado
1925,467-20-8214,comida,No Dsiponible
1926,353-51-3908,comida,No Dsiponible
1927,877-20-6870,paquetes,No Dsiponible
1928,338-37-1420,encomienda,cancelado
1929,561-90-9356,puerta a puerta,aceptado
1930,140-68-3344,comida,finalizado
1931,675-29-9737,puerta a puerta,cancelado
1932,795-95-5341,encomienda,cancelado
1933,308-43-7605,puerta a puerta,cancelado
1934,866-77-8972,comida,Disponible
1935,383-41-9761,paquetes,No Dsiponible
1936,664-17-6688,viaje,cancelado
1937,957-72-1232,puerta a puerta,No Dsiponible
1938,431-21-3470,comida,aceptado
1939,775-75-0385,encomienda,No Dsiponible
1940,017-66-7745,puerta a puerta,No Dsiponible
1941,780-23-3192,viaje,No Dsiponible
1942,254-89-9244,viaje,No Dsiponible
1943,426-64-8021,encomienda,finalizado
1944,526-03-1503,puerta a puerta,No Dsiponible
1945,145-76-0475,encomienda,finalizado
1946,056-72-0610,encomienda,aceptado
1947,951-38-7217,encomienda,en curso
1948,309-57-9033,paquetes,No Dsiponible
1949,250-74-0287,puerta a puerta,cancelado
1950,663-12-0736,encomienda,finalizado
1951,111-60-5684,paquetes,aceptado
1952,002-09-0624,viaje,Disponible
1953,802-25-9229,paquetes,Disponible
1954,387-13-6063,comida,en curso
1955,088-81-4101,paquetes,aceptado
1956,816-76-2308,comida,No Dsiponible
1957,566-08-3482,viaje,finalizado
1958,895-54-0429,encomienda,finalizado
1959,207-96-4964,encomienda,aceptado
1960,930-68-3508,encomienda,cancelado
1961,828-65-1459,puerta a puerta,No Dsiponible
1962,614-55-3377,encomienda,Disponible
1963,334-99-6905,paquetes,Disponible
1964,054-99-5158,comida,en curso
1965,591-29-7133,encomienda,No Dsiponible
1966,460-80-1168,paquetes,en curso
1967,455-03-1190,viaje,No Dsiponible
1968,634-70-8589,paquetes,cancelado
1969,363-04-2139,puerta a puerta,No Dsiponible
1970,500-51-2764,viaje,en curso
1971,741-79-7548,viaje,finalizado
1972,853-72-1475,puerta a puerta,No Dsiponible
1973,037-27-2219,comida,cancelado
1974,744-02-0823,paquetes,aceptado
1975,455-58-3096,viaje,Disponible
1976,382-38-9321,paquetes,cancelado
1977,371-83-1084,viaje,aceptado
1978,463-12-6273,puerta a puerta,en curso
1979,959-44-2466,paquetes,No Dsiponible
1980,167-63-9196,puerta a puerta,cancelado
1981,996-67-8780,puerta a puerta,No Dsiponible
1982,075-44-2485,comida,finalizado
1983,064-30-3435,viaje,finalizado
1984,620-54-3707,paquetes,Disponible
1985,289-65-5493,viaje,finalizado
1986,635-86-1984,comida,No Dsiponible
1987,151-54-0630,paquetes,en curso
1988,816-84-5208,paquetes,No Dsiponible
1989,777-79-6951,viaje,aceptado
1990,987-16-8542,paquetes,aceptado
1991,332-67-3875,encomienda,en curso
1992,412-24-6743,puerta a puerta,Disponible
1993,735-73-1127,comida,aceptado
1994,878-74-4644,viaje,Disponible
1995,200-53-0929,puerta a puerta,cancelado
1996,672-13-7669,viaje,Disponible
1997,607-06-7780,encomienda,aceptado
1998,589-49-7472,encomienda,aceptado
1999,469-41-1734,puerta a puerta,Disponible
2000,191-51-6139,puerta a puerta,No Dsiponible
2001,847-22-6655,viaje,No Dsiponible
2002,215-57-0024,comida,Disponible
2003,094-73-1790,viaje,aceptado
2004,936-57-4318,puerta a puerta,finalizado
2005,794-05-1013,viaje,en curso
2006,884-25-2586,puerta a puerta,Disponible
2007,161-06-2186,viaje,en curso
2008,092-96-9713,viaje,finalizado
2009,930-70-7498,comida,finalizado
2010,360-62-8956,paquetes,aceptado
2011,159-49-1586,paquetes,cancelado
2012,807-07-5242,puerta a puerta,en curso
2013,247-58-4194,puerta a puerta,No Dsiponible
